Title,Year,Mileage/Km,Price,Brand
Nissan Qashqai 1.2A DIG-T Premium,2015,102149,33800,Nissan
Toyota Harrier Turbo 2.0A M Toyota Safety Sense,2018,80000,111800,Toyota
Honda Shuttle 1.5A G,2016,70111,46800,Honda
Volkswagen Beetle Cabriolet 1.2A TSI (OPC),2019,15845,100800,Volkswagen
Bentley Continental GT 6.0A,2020,45000,728800,Bentley
Mercedes-Benz E-Class E300 Coupe AMG Line,2018,89000,165800,Mercedes-Benz
Toyota Corolla Altis 1.6A (COE till 07/2031),2011,160000,78800,Toyota
Nissan X-Trail 2.0A 7-Seater Sunroof,2016,88000,52800,Nissan
Suzuki Vitara 1.6A GLX,2017,104000,59800,Suzuki
Honda Stream 1.8A RSZ (COE till 07/2029),2009,138000,69800,Honda
Honda Vezel 1.5A X,2017,89260,62800,Honda
Volkswagen Passat 1.8A TFSI,2016,110000,59800,Volkswagen
Mercedes-Benz C-Class C200 Avantgarde,2016,80000,85800,Mercedes-Benz
BMW 6 Series 640i Gran Turismo xDrive M-Sport Sunroof,2018,55375,204800,BMW
Bentley Continental Flying Spur 6.0A (COE till 08/2028),2008,101000,118800,Bentley
BMW X3 Mild Hybrid xDrive20i M-Sport,2023,4000,269800,BMW
Mercedes-Benz S-Class S400L,2014,165231,99800,Mercedes-Benz
Toyota Estima 2.4A Aeras (COE till 08/2029),2009,287000,83800,Toyota
Kia Cerato K3 1.6A,2017,157575,52000,Kia
Volkswagen Golf 1.4A TSI Comfortline,2019,97000,86800,Volkswagen
Lexus ES250 Sunroof,2015,168600,45000,Lexus
Honda Civic Hybrid 1.3A (COE till 09/2024),2010,100000,10800,Honda
Nissan NV350 Urvan 2.0A,2021,33000,69800,Nissan
Mitsubishi ASX 2.0A,2015,186214,32800,Mitsubishi
Toyota Hiace 3.0M,2019,57168,68999,Toyota
McLaren 720S,2018,38000,675000,McLaren
Mercedes-Benz C-Class C43 AMG 4MATIC,2017,131000,151800,Mercedes-Benz
BMW X7 xDrive40i Pure Excellence 7-Seater,2019,70000,313988,BMW
Toyota Estima 2.4A Aeras (New 10-yr COE),2014,92388,165800,Toyota
BMW X3 xDrive30i,2019,70000,167000,BMW
Mitsubishi Outlander 2.4A Sunroof,2015,101978,36800,Mitsubishi
Honda Vezel Hybrid 1.5A X Honda Sensing,2017,95000,58800,Honda
Subaru Legacy 2.5i-S Sunroof,2015,119000,32988,Subaru
Mazda 3 1.5A Deluxe Sunroof,2014,180000,15800,Mazda
Mercedes-Benz E-Class E200 Avantgarde,2017,103022,130800,Mercedes-Benz
Mercedes-Benz A-Class A200 Style,2017,106442,72800,Mercedes-Benz
Honda Fit 1.3A,2021,31000,99800,Honda
Kia Cerato Forte 1.6A SX (COE till 08/2025),2010,150000,21800,Kia
BMW X3 Mild Hybrid xDrive30i M-Sport,2023,6000,294988,BMW
Toyota Sienta Hybrid 1.5A X,2021,32400,127800,Toyota
Toyota C-HR Hybrid 1.8A S,2017,87650,67800,Toyota
Volkswagen Jetta GP 1.4A TSI Highline,2015,115210,23800,Volkswagen
Toyota Harrier 2.4A GL (COE till 03/2029),2009,210000,65888,Toyota
Volkswagen Polo 1.0A TSI Comfortline,2022,26100,120988,Volkswagen
Volkswagen Passat 1.8A TFSI,2017,80000,73988,Volkswagen
Honda Vezel Hybrid 1.5A,2021,35160,122800,Honda
Toyota Hiace 2.8A DX,2021,38532,93999,Toyota
Toyota Alphard 2.5A X 8-Seater,2017,79500,139800,Toyota
Mercedes-Benz E-Class E200 Edition E Sunroof,2016,160000,83800,Mercedes-Benz
BMW 4 Series 420i Coupe M-Sport Sunroof (New 10-yr COE),2014,160000,165888,BMW
Toyota Prius Hybrid 1.8A S,2021,32000,140800,Toyota
Honda Vezel Hybrid 1.5A X,2021,32000,125800,Honda
Toyota Vellfire 2.5A Elegance Moonroof,2019,64242,193800,Toyota
Toyota Prius Hybrid 1.8A S,2021,31025,140800,Toyota
Mercedes-Benz E-Class E180 Avantgarde,2020,58608,179800,Mercedes-Benz
BMW 1 Series 116d,2017,72000,65800,BMW
Land Rover Range Rover Velar 2.0A Si4 R-Dynamic,2018,33000,168800,Land Rover
Toyota Raize 1.0A X,2020,47151,93800,Toyota
Lexus ES250 Sunroof,2017,97700,82800,Lexus
Toyota Harrier 2.0A Premium Panoramic Roof,2015,119000,51800,Toyota
Honda Vezel Hybrid 1.5A X Brilliant Style,2018,83000,75800,Honda
Audi Q5 2.0A TFSI Quattro,2015,123000,60800,Audi
Chevrolet Optra 1.6A (COE till 04/2029),2009,114200,52800,Chevrolet
Nissan Latio 1.5A (COE till 12/2028),2008,151000,52800,Nissan
Mercedes-Benz GLB-Class GLB180 Progressive,2022,18055,208800,Mercedes-Benz
Toyota Wish 1.8A,2015,108000,41800,Toyota
Toyota Alphard 2.5A S C-Package Moonroof,2017,56583,168800,Toyota
Bentley Continental GT 6.0A,2018,75000,588500,Bentley
Mercedes-Benz GLA-Class GLA200 AMG Line,2021,49200,151000,Mercedes-Benz
MINI Cooper S 2.0A 5DR,2017,62200,96800,MINI
MINI Cooper S 2.0A,2014,161430,26800,MINI
Mitsubishi Fuso Canter FEB71,2016,92470,52800,Mitsubishi
Mercedes-Benz E-Class E250 Avantgarde,2014,159000,43000,Mercedes-Benz
BMW 3 Series 316i Luxury,2015,141505,33800,BMW
Toyota Harrier 2.0A Premium Panoramic Roof,2016,155000,63000,Toyota
Mercedes-Benz GLB-Class GLB200 AMG Line Premium Plus 7-Seater,2021,53775,198800,Mercedes-Benz
Peugeot 5008 Diesel 1.6A BlueHDi EAT6 Sunroof,2016,100000,48800,Peugeot
Mercedes-Benz E-Class E200 Exclusive,2021,31271,233800,Mercedes-Benz
Mercedes-Benz GLC-Class GLC300 Mild Hybrid AMG Line,2021,66000,232888,Mercedes-Benz
Toyota Hiace 2.8A DX,2018,54545,78800,Toyota
Mercedes-Benz C-Class C180 Avantgarde,2019,53000,141800,Mercedes-Benz
Toyota C-HR Hybrid 1.8A S,2018,69000,79800,Toyota
Honda Odyssey 2.4A EX-S,2019,53000,136088,Honda
Mercedes-Benz CLS-Class CLS350 Mild Hybrid Sunroof,2018,88000,215988,Mercedes-Benz
Mercedes-Benz E-Class E180 Avantgarde,2020,37000,178888,Mercedes-Benz
Mercedes-Benz E-Class E250 Exclusive,2017,114000,130800,Mercedes-Benz
Honda Vezel 1.5A S Honda Sensing,2015,85000,28888,Honda
Mercedes-Benz E-Class E200 Mild Hybrid Avantgarde,2022,19651,245800,Mercedes-Benz
BMW 1 Series 116i (COE till 03/2033),2013,100000,109800,BMW
Honda Civic Type-R 2.0M (COE till 08/2028),2008,96000,115888,Honda
Mercedes-Benz E-Class E250 AMG Edition E Sunroof,2016,134000,76800,Mercedes-Benz
BMW 6 Series 630i Cabriolet (COE till 12/2028),2009,153000,78800,BMW
Toyota Corolla Altis 1.6A (COE till 08/2028),2008,138000,52800,Toyota
Nissan Qashqai 1.2A DIG-T Premium,2015,144577,31800,Nissan
BMW 5 Series 523i Sunroof (COE till 04/2031),2011,170000,100800,BMW
Hyundai Tucson 1.6A GLS T-GDi DCT Turbo S Sunroof,2021,24000,177988,Hyundai
SEAT Ateca 1.4A TSI Style,2019,77000,111988,SEAT
Mercedes-Benz C-Class C180 Avantgarde,2017,65000,101800,Mercedes-Benz
Toyota Sienta 1.5A Standard,2018,32000,81800,Toyota
Mercedes-Benz E-Class E250 Edition E Sunroof,2016,97000,84800,Mercedes-Benz
Mercedes-Benz A-Class A180 Style,2016,53000,56800,Mercedes-Benz
Toyota Wish 1.8A X,2015,128865,38800,Toyota
Audi TT Coupe 2.0A TFSI S-tronic (COE till 04/2028),2008,140000,79900,Audi
BMW 1 Series 116d,2017,145000,62800,BMW
Toyota Wish 1.8A X (COE till 08/2028),2008,135000,58800,Toyota
Mazda 6 2.0A,2016,105000,47900,Mazda
BMW X4 xDrive30i M-Sport,2021,26000,274888,BMW
Porsche 981 Cayman 2.7A PDK (New 10-yr COE),2014,65000,259800,Porsche
Mazda Axela Diesel 1.5A,2019,43000,78800,Mazda
Hyundai Sonata 2.0A GLS,2015,115000,33800,Hyundai
Hyundai Elantra 1.6A Elite Sunroof (COE till 10/2031),2012,134000,81888,Hyundai
Hyundai Avante 1.6A Elite Sunroof,2021,44935,113800,Hyundai
Honda City 1.5M VTEC (COE till 03/2029),2009,125000,59800,Honda
Mercedes-Benz E-Class E300 Coupe Mild Hybrid AMG Line Premium Plus Night Edition,2022,23000,312800,Mercedes-Benz
Toyota Alphard 2.4A S (COE till 10/2029),2009,160000,96800,Toyota
BMW 7 Series ActiveHybrid 7 Sunroof (COE till 01/2033),2013,93000,155800,BMW
Mercedes-Benz S-Class S450L Mild Hybrid 4MATIC,2021,28000,430000,Mercedes-Benz
Honda Vezel 1.5A X,2016,125000,33800,Honda
Porsche Macan Diesel S 3.0A PDK (New 10-yr COE),2014,112565,235800,Porsche
Toyota Wish 1.8A,2015,91000,42888,Toyota
Toyota Camry Hybrid 2.5A Ascent Sport,2021,48600,152999,Toyota
BMW M135i 5DR,2016,145000,105800,BMW
Toyota Wish 1.8A Elegance,2017,136000,68800,Toyota
Mercedes-Benz C-Class C180 Avantgarde,2015,94777,60888,Mercedes-Benz
Toyota Corolla Altis 1.6A Standard,2019,71000,88888,Toyota
Nissan NV350 2.5M,2018,101168,44999,Nissan
Mitsubishi Fuso Canter 3.0A,2017,131405,64800,Mitsubishi
Honda Civic 1.6A VTi,2017,116300,63800,Honda
Subaru XV 2.0i-S EyeSight,2020,39200,111988,Subaru
Volvo V60 Cross Country Mild Hybrid B5 2.0A,2022,46368,218800,Volvo
BMW 7 Series 730Li Sunroof,2018,90600,191988,BMW
BMW 3 Series 325i Convertible (COE till 08/2028),2008,137000,59800,BMW
Peugeot 308 1.2A PureTech Allure,2015,87029,29800,Peugeot
Subaru Forester 2.0A XT Sunroof,2017,90000,67388,Subaru
Subaru Impreza 5D 2.0i-S EyeSight,2019,30000,90988,Subaru
Volkswagen Passat 1.8A TFSI,2016,127000,51800,Volkswagen
Toyota Dyna 150 3.0M,2018,60631,76800,Toyota
Nissan NV200 1.6A DX,2017,112000,47800,Nissan
Renault Scenic Diesel 1.5A dCi,2021,24000,114988,Renault
Mercedes-Benz E-Class E200 CGI Coupe (COE till 10/2030),2011,87000,97988,Mercedes-Benz
BMW 3 Series 318i M-Sport,2018,67000,116988,BMW
BMW X3 sDrive20i M-Sport,2019,72000,156800,BMW
BMW X1 sDrive18i M-Sport,2017,106000,81800,BMW
Nissan NV200 1.6A DX,2021,30168,68999,Nissan
Mercedes-Benz CLA-Class CLA180 AMG Line,2022,16000,197800,Mercedes-Benz
Nissan Sylphy 1.6A,2021,31500,108988,Nissan
Toyota C-HR Hybrid 1.8A S LED,2018,66000,92988,Toyota
Toyota Estima 2.4A Aeras Premium Moonroof,2016,89412,74800,Toyota
Mercedes-Benz GLC-Class GLC250d AMG Line 4MATIC,2017,83000,122999,Mercedes-Benz
Volkswagen CC 2.0A TSI,2016,102580,59800,Volkswagen
Mazda 3 1.5A Sunroof,2018,81288,62800,Mazda
BMW 4 Series 435i Convertible M-Sport,2015,88000,101988,BMW
Mazda CX-5 2.5A Luxury Sunroof,2017,114000,68800,Mazda
McLaren 720S,2018,13000,680000,McLaren
Nissan X-Trail 2.0A Premium 7-Seater Sunroof,2017,107306,66800,Nissan
Peugeot 3008 Diesel 1.6A BlueHDi,2016,92100,43800,Peugeot
BMW 4 Series 428i Coupe M-Sport Sunroof (New 10-yr COE),2014,99432,159800,BMW
Jaguar F-Type 3.0SC S ST2 Convertible (COE till 04/2033),2013,58500,218800,Jaguar
Audi A4 1.4A TFSI S-tronic,2017,109000,75800,Audi
Land Rover Range Rover Plug-in Hybrid 3.0A PHEV,2023,5000,696800,Land Rover
Land Rover Range Rover Evoque Mild Hybrid 2.0A R-Dynamic SE,2023,9000,282800,Land Rover
BMW 8 Series 840i Gran Coupe,2023,2450,545800,BMW
BMW 1 Series 116i Luxury,2022,8098,150800,BMW
BMW 3 Series 318i Highline Sport,2021,41800,173800,BMW
Mercedes-Benz C-Class C180K (COE till 01/2031),2011,163000,121500,Mercedes-Benz
Ferrari F430 F1 Spider (COE till 12/2025),2005,93000,220000,Ferrari
Mercedes-Benz CLS-Class CLS63 AMG (COE till 03/2032),2013,138400,208888,Mercedes-Benz
Suzuki Swift Sport Mild Hybrid 1.4M Turbo,2023,3838,152000,Suzuki
Volkswagen Touareg 3.0A R-Line,2020,52500,269800,Volkswagen
Porsche Cayenne Hybrid S 3.0A Tip (COE till 08/2030),2010,121246,127000,Porsche
Citroen DS3 1.6A VTI (COE till 08/2025),2010,166800,19888,Citroen
Jaguar XJ 3.0A SC Premium Luxury LWB,2016,137200,125000,Jaguar
Toyota Hiace 3.0A,2014,131800,19888,Toyota
Toyota Picnic 2.0A (COE till 07/2024),2004,142500,16800,Toyota
Renault Grand Scenic Diesel 1.5A dCi Sunroof,2015,112000,39888,Renault
Nissan Teana 2.0A XL,2016,78000,50888,Nissan
Nissan Sylphy 1.6A,2020,41300,96800,Nissan
Audi A4 Mild Hybrid 2.0A TFSI S-tronic,2022,19500,193800,Audi
Mercedes-Benz C-Class C43 AMG 4MATIC,2019,63000,222800,Mercedes-Benz
BMW 2 Series 216i Active Tourer Sport,2021,26000,145800,BMW
Infiniti Q50 2.0A T Sport Sunroof,2015,118000,49888,Infiniti
Audi A3 Sportback 1.0A TFSI S-tronic,2018,76000,80800,Audi
Nissan Note 1.2A,2018,87000,63888,Nissan
Toyota Rav4 2.0A Premium,2018,94000,109800,Toyota
Porsche 718 Boxster 2.0A PDK,2018,38000,247800,Porsche
MINI Cooper S 1.6A Bayswater Sunroof (New 10-yr COE),2013,110000,120800,MINI
BMW 3 Series 316i,2015,165000,33888,BMW
Jaguar F-PACE 2.0A,2023,8000,285800,Jaguar
BMW X4 M40i Mild Hybrid M-Sport,2023,6342,378800,BMW
BMW X2 sDrive18i M-Sport Lite,2020,27359,150800,BMW
Porsche Macan S 3.0A PDK,2019,66000,243800,Porsche
BMW 1 Series 118i 5DR Highline,2020,61000,117800,BMW
Mitsubishi Space Star 1.2A,2021,27000,88000,Mitsubishi
Opel Combo 1.5A,2021,28201,69800,Opel
Chevrolet Orlando 1.4A Turbo,2017,99735,53800,Chevrolet
Toyota Sienta 1.5A G,2016,85000,49888,Toyota
Toyota Camry 2.0A (COE till 03/2029),2009,156000,63500,Toyota
Volvo XC60 Mild Hybrid B5 R-Design,2022,23000,229800,Volvo
Toyota Wish 1.8A Elegance,2017,109000,63800,Toyota
Jaguar E-PACE Mild Hybrid 1.5A SE,2023,8000,233800,Jaguar
Volvo V40 T2 R-Design Sunroof,2017,77000,74800,Volvo
Mercedes-Benz E-Class E200 Coupe,2017,82888,142555,Mercedes-Benz
MINI Cooper Cabriolet 1.5A,2019,24000,125800,MINI
Audi TT Coupe 2.0A TFSI S-tronic (COE till 08/2028),2008,155000,63988,Audi
BMW 4 Series 430i Gran Coupe M-Sport Pro Sunroof,2022,12500,280800,BMW
Honda Odyssey 2.4A EXV-S Sunroof,2017,89000,95800,Honda
Honda Shuttle 1.5A G,2018,73000,70800,Honda
BMW X4 Mild Hybrid xDrive20i M-Sport,2023,2000,332200,BMW
Audi A3 Sedan Mild Hybrid 1.5A TFSI S-tronic,2023,25888,169800,Audi
Hyundai Elantra 1.6A (COE till 11/2026),2011,175000,36800,Hyundai
Toyota Camry 2.0A (COE till 01/2029),2009,131000,58800,Toyota
Mercedes-Benz C-Class C180K (COE till 10/2031),2012,133883,92800,Mercedes-Benz
Toyota Harrier Hybrid 3.3A Sunroof (COE till 01/2029),2009,163000,57988,Toyota
Toyota Wish 1.8A (COE till 08/2028),2008,140968,54800,Toyota
Toyota Dyna 150 2.8A,2021,26000,108800,Toyota
Toyota Wish 1.8A X (COE till 07/2029),2009,118272,65800,Toyota
Honda HR-V 1.5A DX,2016,99173,53800,Honda
BMW 4 Series 430i Gran Coupe M-Sport Pro Sunroof,2022,11000,283800,BMW
BMW X1 sDrive16i M-Sport,2022,25000,202988,BMW
Toyota Estima 2.4A Aeras (COE till 10/2028),2008,132000,67800,Toyota
Toyota Corolla Altis 1.6A (COE till 04/2029),2009,135254,56800,Toyota
Toyota Corolla Altis 1.6A (COE till 07/2029),2009,140023,58800,Toyota
Porsche Boxster S 3.4A PDK (COE till 08/2033),2013,78000,260000,Porsche
Toyota Camry 2.4A G (COE till 07/2028),2008,160000,55800,Toyota
Toyota Corolla Altis 1.6A Elegance,2016,67000,56888,Toyota
Volkswagen New Beetle 2.0A (COE till 04/2029),2000,10000,123800,Volkswagen
Volkswagen Sharan 2.0A TSI,2015,98000,51088,Volkswagen
Rolls-Royce Ghost (COE till 03/2033),2013,26500,568000,Rolls-Royce
Porsche Cayman 2.7A Tip (COE till 08/2026),2006,110000,67800,Porsche
Honda Shuttle Hybrid 1.5A,2018,79300,88000,Honda
Mercedes-Benz C-Class C180 (COE till 11/2027),2013,110000,63800,Mercedes-Benz
Volkswagen Sharan 2.0A TSI Panoramic Roof,2016,128000,69800,Volkswagen
Porsche Cayman S 3.4A Tip (COE till 03/2026),2006,56000,82000,Porsche
Mercedes-Benz GLA-Class GLA200 AMG Line,2021,30100,165800,Mercedes-Benz
Subaru Legacy 2.5A GT (COE till 04/2029),2009,205000,79800,Subaru
Nissan Qashqai 1.2A DIG-T,2017,97125,51800,Nissan
Toyota Corolla Altis 1.6A Classic,2015,218000,26800,Toyota
Toyota Vios 1.5A E,2018,92300,79800,Toyota
Mazda CX-9 2.5A Turbo,2018,31000,130800,Mazda
MINI One 1.2A 5DR,2017,40500,79000,MINI
Honda Civic 1.5A VTEC Turbo Sunroof,2018,76000,98800,Honda
Mazda 5 2.0A SP Sunroof,2016,160000,47500,Mazda
Lexus ES250 Sunroof,2015,125000,57800,Lexus
Volvo S60 T5,2014,133000,24800,Volvo
Toyota Harrier Turbo 2.0A M,2020,22500,172800,Toyota
Honda Vezel 1.5A G Honda Sensing,2022,10445,123800,Honda
Toyota Harrier 2.0A Premium,2017,107200,93000,Toyota
Toyota Vios 1.5A E,2019,59000,86888,Toyota
Nissan NV350 Urvan 2.0M,2023,7700,82800,Nissan
Honda Odyssey 2.4A EXV-S Sunroof,2017,39375,83500,Honda
Mercedes-Benz C-Class C180 Avantgarde,2016,131500,76000,Mercedes-Benz
Mercedes-Benz CLA-Class CLA180 AMG Line,2017,103000,89000,Mercedes-Benz
Honda Vezel 1.5A X,2017,82000,56800,Honda
Subaru XV 2.0i-S EyeSight,2018,120000,82800,Subaru
Toyota Corolla Axio 1.5A G,2016,136000,45800,Toyota
Volkswagen Scirocco 2.0A TSI (COE till 10/2029),2009,196000,72800,Volkswagen
Mercedes-Benz C-Class C180 Mild Hybrid Avantgarde,2022,36000,222800,Mercedes-Benz
Honda Civic 2.0A Si (COE till 01/2031),2011,158727,118800,Honda
Toyota Corolla Altis 1.6A Classic,2016,90300,51300,Toyota
Porsche 911 Carrera S Coupe 3.8A PDK (COE till 02/2033),2013,184000,351800,Porsche
BMW 5 Series 520i Luxury,2015,56860,58703,BMW
Toyota Prius Hybrid 1.8A S,2017,62891,75800,Toyota
Mercedes-Benz B-Class B180 Style,2016,80000,65800,Mercedes-Benz
Mercedes-Benz GLB-Class GLB200 AMG Line Premium 7-Seater,2020,37000,185800,Mercedes-Benz
Mercedes-Benz GLB-Class GLB200 AMG Line 7-Seater,2020,51000,180800,Mercedes-Benz
Volvo V40 T2 R-Design Sunroof,2016,108500,68000,Volvo
Mercedes-Benz E-Class E300 Coupe Mild Hybrid AMG Line Premium Plus Night Edition,2023,9026,328800,Mercedes-Benz
Honda Vezel Hybrid 1.5A e:HEV X Honda Sensing,2022,7900,153888,Honda
BMW 1 Series 116d,2016,94500,55888,BMW
Maserati GranTurismo Cambiocorsa (COE till 04/2030),2010,127000,139800,Maserati
Honda Civic 1.5A VTEC Turbo Sunroof,2016,116890,63800,Honda
Mazda CX-30 2.0A Elegance,2020,24000,125800,Mazda
Kia Cerato 1.6A EX,2020,85473,92800,Kia
Nissan Serena e-POWER Hybrid 1.2A Highway Star Premium,2022,40000,188800,Nissan
Volvo XC60 T5 Momentum,2021,28000,190888,Volvo
Mazda RX-8 1.3A (COE till 08/2028),2008,62000,68800,Mazda
Mercedes-Benz GLA-Class GLA180 Urban Edition,2020,44000,131888,Mercedes-Benz
Ferrari SF90 Spider Plug-in Hybrid 4.0A,2022,850,2680000,Ferrari
Mitsubishi Attrage 1.2A Sports,2019,60599,74800,Mitsubishi
Isuzu NQR75 (COE till 01/2031),2011,130600,74800,Isuzu
Mazda 3 1.5A Deluxe Sunroof,2018,82000,63800,Mazda
Toyota Wish 1.8A,2016,121000,52800,Toyota
Honda S2000 Type S 2.2M (COE till 02/2029),2009,100000,158800,Honda
Bentley Bentayga 4.0A V8,2019,26780,688500,Bentley
Chevrolet Cruze 1.6A,2016,98000,39800,Chevrolet
Jaguar F-PACE 3.0A V6 Supercharged R-Sport,2017,71000,152777,Jaguar
Audi S5 Sportback 3.0A TFSI Quattro,2018,75142,189800,Audi
Mercedes-Benz AMG GT S,2020,17000,638000,Mercedes-Benz
Honda Civic 1.6A VTi,2018,86000,83800,Honda
Mercedes-Benz CLA-Class CLA35 AMG 4MATIC Premium Plus,2021,13000,290800,Mercedes-Benz
Mercedes-Benz CLS-Class CLS53 Mild Hybrid AMG 4MATIC+ Plus,2022,8000,470800,Mercedes-Benz
BMW M3 Coupe (COE till 03/2029),2009,175000,143800,BMW
Mercedes-Benz CLA-Class CLA180 (New 10-yr COE),2014,135000,135800,Mercedes-Benz
BMW 5 Series 528i,2016,70000,95800,BMW
Audi S3 Sedan 2.0A TFSI Quattro,2017,128000,135800,Audi
Chevrolet Optra Magnum Estate 1.6A (COE till 10/2027),2007,142000,35800,Chevrolet
Toyota Camry 2.0A,2019,44213,119800,Toyota
Mercedes-Benz C-Class C180K (COE till 01/2032),2012,145216,98800,Mercedes-Benz
Mercedes-Benz GLE-Class GLE450 Mild Hybrid 4MATIC,2020,31000,296800,Mercedes-Benz
Nissan Note 1.2A,2018,76606,59000,Nissan
Honda Civic 1.6A VTi,2019,49000,96800,Honda
Chevrolet Cruze 1.4A Turbo,2015,64315,33888,Chevrolet
BMW X1 sDrive18i,2019,75000,136800,BMW
Nissan Qashqai 1.2A DIG-T,2016,70333,45800,Nissan
Subaru Outback 2.5i-S Sunroof,2016,80367,54777,Subaru
BMW 5 Series 520i Mild Hybrid Executive,2022,36876,226000,BMW
Mazda 3 1.5A Deluxe Sunroof (OPC),2016,92579,43000,Mazda
Toyota Corolla Altis 1.6A (COE till 09/2030),2010,156569,75900,Toyota
Mitsubishi Lancer EX 1.5A GLS (COE till 05/2028),2008,138000,49700,Mitsubishi
BMW 6 Series 640i Gran Coupe M-Sport Sunroof (COE till 02/2033),2013,104000,173998,BMW
Toyota Townace 1.5A GL,2023,11000,84888,Toyota
Mercedes-Benz CLA-Class CLA180 Urban,2018,68033,109000,Mercedes-Benz
Toyota Corolla Altis 1.6A,2016,53000,40800,Toyota
Mitsubishi ASX 2.0A,2016,66700,53800,Mitsubishi
Hyundai Venue 1.6A GLS,2021,23000,98800,Hyundai
BMW 2 Series 216i Gran Tourer,2021,39000,153800,BMW
Honda Shuttle Hybrid 1.5A,2019,136302,83500,Honda
Volkswagen Touran 1.4A TSI Trendline,2017,93287,78000,Volkswagen
BMW 2 Series 216i Gran Tourer,2018,108270,100000,BMW
BMW 1 Series 118i 5DR M-Sport Highline,2020,48764,140000,BMW
Chevrolet Orlando 1.4A Turbo,2017,55955,53000,Chevrolet
Subaru Forester 2.0i-L Sunroof,2015,130000,31800,Subaru
BMW 5 Series 523i (COE till 10/2030),2010,153000,88800,BMW
Skoda Octavia 1.4A TSI Ambition Plus,2020,49429,103500,Skoda
Mercedes-Benz CLA-Class CLA45 AMG 4MATIC (New 10-yr COE),2014,80000,205088,Mercedes-Benz
Audi A3 Sedan 1.0A TFSI S-tronic,2017,85000,73805,Audi
Volvo V40 T2,2017,138273,86000,Volvo
Toyota Alphard 2.4A G Moonroof (COE till 04/2029),2009,138000,86800,Toyota
Subaru Impreza 4D 1.6i-S,2017,51000,60800,Subaru
Toyota Wish 1.8A,2018,81000,78800,Toyota
Peugeot 3008 1.2A PureTech EAT8 Active Premium,2021,50000,125000,Peugeot
Maserati GranTurismo Sport 4.7A,2018,43000,268800,Maserati
Audi A1 Sportback 1.0A TFSI S-tronic,2016,100000,37888,Audi
BMW 3 Series 318i,2019,130000,108800,BMW
Volkswagen T-Cross 1.0A TSI R-Line,2021,79275,126800,Volkswagen
Volkswagen Passat 1.8A TFSI,2019,47414,109688,Volkswagen
Hyundai Accent 1.4A,2018,78789,58999,Hyundai
Honda Civic 1.6A VTi,2016,100897,57999,Honda
Skoda Rapid Spaceback 1.4A TSI Ambition,2019,70000,81888,Skoda
Toyota Prius Hybrid 1.8A S,2018,66000,98800,Toyota
Ferrari 458 Italia (COE till 04/2033),2013,46000,588000,Ferrari
Toyota Corolla Altis 1.6A Standard,2019,80000,86888,Toyota
Kia Sorento Diesel 2.2A CRDi Sunroof,2017,108000,80500,Kia
Mercedes-Benz C-Class C250 Avantgarde,2017,136944,97800,Mercedes-Benz
Honda Fit 1.3A G F-Package,2019,44000,77800,Honda
Honda Fit 1.3A G Skyroof (COE till 03/2029),2009,120000,60800,Honda
Volkswagen Golf GTI 5DR (COE till 01/2029),2009,210000,70800,Volkswagen
Kia Carens 2.0A GDI,2015,122600,37800,Kia
Mercedes-Benz S-Class S63L AMG,2018,27800,488888,Mercedes-Benz
Skoda Karoq 1.5A TSI Style,2019,120000,96800,Skoda
Toyota Corolla Altis 1.6A Elegance,2016,116888,56999,Toyota
Honda Vezel 1.5A G Honda Sensing,2022,29030,122888,Honda
Subaru Forester 2.0A XT Sunroof,2016,115500,60800,Subaru
BMW 1 Series 116d,2018,53000,93000,BMW
BMW 3 Series 316i (New 5-yr COE),2013,136888,73800,BMW
Toyota Alphard 2.5A S C-Package,2022,45000,281888,Toyota
Bentley Continental Flying Spur 6.0A (COE till 04/2028),2008,115000,131800,Bentley
BMW 3 Series 320i M-Sport (New 10-yr COE),2014,139500,162888,BMW
Honda Jazz 1.5A,2017,60000,55800,Honda
Hyundai i30 Wagon 1.4A T-GDi DCT Turbo,2018,97500,69800,Hyundai
Honda Shuttle 1.5A G Honda Sensing,2020,29000,103800,Honda
BMW 3 Series 318i Sunroof (COE till 03/2030),2010,118836,77900,BMW
Land Rover Range Rover Velar 2.0A Si4 R-Dynamic,2017,64000,141000,Land Rover
Porsche 911 Carrera 4S 3.8A PDK (COE till 06/2033),2013,65988,438888,Porsche
Nissan X-Trail 2.0A Premium 7-Seater Sunroof,2015,91339,37800,Nissan
Toyota Vios 1.5A E (COE till 01/2027),2007,205000,36800,Toyota
BMW X3 sDrive20i,2018,51000,140800,BMW
Mercedes-Benz CLA-Class CLA180 Shooting Brake Urban,2018,32000,103800,Mercedes-Benz
Maserati GranTurismo 4.2A (COE till 11/2029),2010,108000,118500,Maserati
Toyota Sienta Hybrid 1.5A X,2020,36000,109888,Toyota
Volkswagen Golf 1.4A TSI Comfortline,2019,66033,89800,Volkswagen
Toyota Harrier 2.0A Elegance,2016,85000,67888,Toyota
BMW 5 Series 523i XL (COE till 07/2027),2007,155229,52000,BMW
Mercedes-Benz B-Class B180 Style,2017,51505,74800,Mercedes-Benz
Toyota Prius Plus Hybrid 1.8A,2018,89000,96800,Toyota
MINI Cooper S Clubman 2.0A,2018,128000,108800,MINI
Toyota Corolla Altis 1.6A Elegance,2017,145000,64800,Toyota
Mercedes-Benz GLB-Class GLB35 AMG 4MATIC 7-Seater,2022,17600,259800,Mercedes-Benz
